"User","Tweet","Link to tweet"
"@Justin Aylen 🇪🇺"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/FrankWenzy/status/1228985667029544960"
"@KCG","@Haggis_UK Here is stupidity. For Labour to affirm Tory madness of #Brexit with climate change roaring down the track & close contact with allies essential seals their doom & marks them as unthinking enemies of British wellbeing at every level.","https://twitter.com/plantingtheoar/status/1228985667029479426"
"@David Oconnell","@arockefeller @InsidersABC @David_Speers @M_McCormackMP Mate, I have studied climate change for over 30 years and have checked sea level reading and temperatures.  In do not need Google.  I am waiting on your scientific evidence though.  So stop making wild claims and give some facts if you are so sure.  You have no facts, nothing.","https://twitter.com/davidoconnell46/status/1228985663199924225"
"@Mahesh","@Kevinab79163568 @DrTedros @WHO @USAIDMarkGreen @USAID @USAIDGH @pahowho As we have seen austrelia burn why because we are making warm up climate and resulting the nature and innocent animales got dead .are we responsible or not of it ? Acc. To your own view !","https://twitter.com/Mahesh06601939/status/1228985660188454913"
"@TomAdler"," @davidm17x: @leonardpierce @ComradeStars @JoyAnnReid That's a quote the best represents our current political climate with the relations…","https://twitter.com/TomAdler/status/1228985654563880965"
"@s p o r e s","herbicide once zoology climate change this both algology exogamous when community below plants they horticulture","https://twitter.com/sporesbot/status/1228985654060646401"
"@Dylan John Barsby","Why whales are climate change heroes via @greenpeaceuk https://t.co/KBIa7mhLrm","https://twitter.com/DylanBarsby/status/1228985651061805056"
"@Andreas Tanghøj","@1ShieldDefense @IlhanMN Yes. PLEASE let it be Bernie 🙏🙏🙏 Probably the last chance for humans on Earth. The whole World should be able to vote in these elections. Never has climate change been more important, but the current most powerful man on Earth, ONLY prioritize evonomic growth and power.","https://twitter.com/Fandreastico/status/1228985649723793408"
"@Ian Welsh"," @CoryJudson: If we just made transit a public service we would eliminate all of this.   No looking for change. No Presto Card nonsense.…","https://twitter.com/iwelsh/status/1228985649493139458"
"@Gordon Stavne","@StormSignalSA @CaptainClemesha @Joe_Public2018 @GillesnFio @RegimeChangeBC @johndowney @chasbarter @ClimatePoet @ElectricElecti1 @chimera414 @torpet002 @GlennCarr6 @davidyoung13 @AndryGiles @3GHtweets @smarzeli @Ike_Kiefer @sarenc @EtterWerner @CymaticWave @MATTP1949 @chuzbucket @Michael_D_Crow @rln_nelson @janick_klossner @d_e_mol @dvibrationz @majesticbanana @VeronicaTalbot9 @Tony__Heller @LynnFynn3 @lhougland53 @GNotagain @Surfing_Yeti @AltUS_ARC @Achilles_1985 @antechinus1 @JJCrosstrainers @DawnTJ90 @EthonRaptor @maves_megan @mark_melbin @NikolovScience @JanTamarka @RaevenNZ @sales_un @dunvirkin @redforged42 @mjmissy @badmoonrising11 it is not only warming upp faster   at sea but also  over land .   The permafrost is  thawing  and therefore emitting the climate gas methane.  Which spreeds  up the warming.   There is even more stored in methane hydrate at the seafloor.  if it all releases its over and out","https://twitter.com/GStavne/status/1228985642077638657"
"@Moll","How’s every middle age person on Facebook gonna be saying ‘result of council not improving drains’ !! Because they don’t want to admit that maybe WE are the problem and this is the climate change we’ve created!? Sit down","https://twitter.com/Mollyy_Lewis/status/1228985639259037696"
"@James Innes","@RealMarkLatham You either understand climate science or you don't. @GretaThunberg does. More people listen to her than you. 😀🌏🌈","https://twitter.com/afarmerslife/status/1228985631449243648"
"@Soisialta","#WEF20 via @akwyz This European capital tried to fight climate change - but things didn't go as they'd hoped https://t.co/H6b5XXznwq #transport #mobility https://t.co/sEnjmckDbO https://t.co/HCKgEt7zFK","https://twitter.com/Soisialta/status/1228985626235674624"
"@Colleen Murrell 🇪🇺","The End of Australia as We Know It? “Climate change threatens heavy pillars of Australian identity: a life lived outdoors, an international role where the country punches above its weight,”and an emphasis on egalitarianism..” https://t.co/nHh5vPQmDo","https://twitter.com/ivorytowerjourn/status/1228985621659766785"
"@Andrea Byrne"," @sophiehowe: Sad news of floods & @carolineflack1 this morning. Both preventable if we put protecting environment & being kinder above m…","https://twitter.com/AndreaByrneTV/status/1228985619264589824"
"@Ya’akov Sloman","This is nonsense. The UK government does not have an interest in working with Scotland, and it doesn't have an interest in fixing the drugs or climate problem beyond what is needed for its public image.  The idea that SG is somehow being ""petty"" by resisting tyranny is absurd. https://t.co/9DJX4iMBpm","https://twitter.com/yaakovsloman/status/1228985618568445953"
"@David Jackson ●(join EU now)"," @francesweetman: I see that Cummings wasn't looking for anyone weird at all. He just wanted someone who is a Nazi, which seems pretty pa…","https://twitter.com/grumpyoldmale1/status/1228985603745894400"
"@John Smith"," @mcannonbrookes: Awful how the climate battle is fought in Australia sometimes.  “an educational resource for school children explaining…","https://twitter.com/chacunpour5oi/status/1228985603729035266"
"@Cilybebyll Labour #VoteRLB ✊🌹"," @James_Beckles: The Citizens’ Assembly on Climate Change must be the beginning of a new trend in climate policy https://t.co/BxFOYUL6eb…","https://twitter.com/CilybebyllLab/status/1228985597798309890"
"@Watch"," @PaulEDawson: The ocean’s biology is one of our best allies in the fight against climate change  over-exploitation & our addiction to fo…","https://twitter.com/RosemaryQuinlan/status/1228985591775154176"
"@Mark","@KHayhoe Y'all falling for this 'man made climate change' lie, there's going to be alot of $$$$$$ made for the usual few & more controls/restrictions on us ......... ""Oh but it must be true, it's on the TV news"" :-)  https://t.co/FIK4A7AqLu","https://twitter.com/the_slimfb/status/1228985589019693056"
"@Chirpy Burp"," @climatecaseire: BREAKING: Climate Case Ireland appeal to be heard by Supreme Court.  Climate Case Ireland is the second climate case in…","https://twitter.com/curpist/status/1228985586108764160"
"@太眉ＪＫ🎀⋈ぷにぷにゼリー!Z"," @sciencetime_jp: 1,1000人以上の科学者が、我々は気候変動危機における非常事態を迎えていることを公式に宣言  彼らは、誰もが生活において、迅速かつ持続的な変化を起こさない限り、人類は近い将来、途方もない苦痛に見舞われることになると述べている。 http…","https://twitter.com/punix2zery/status/1228985584015699968"
"@1952aussietrader","@ClimateRealists @YouTube Only the most gullible fools believe this constant barrage of climate crap.","https://twitter.com/05renegade/status/1228985577438998529"
"@angry monkey #FBPE 🇪🇺🍌🍌🐵"," @PaulEDawson: Asking how to pay for the impact of climate change implies that these costs are a matter of choice.  Global warming will i…","https://twitter.com/angr1M0nkey/status/1228985569390317568"
"@ℭ𝔥𝔞𝔯𝔩𝔦𝔢⏳🇭🇲🇬🇧🇺🇸🇪🇺 #Bernie2020 😀"," @_Oliver_Yates: @fransi1803 @simonahac @MichaelEMann @FOXTV @olivianj @QueenWillRock So effectively we have censorship of climate change…","https://twitter.com/01000011CS/status/1228985565493645313"
"@Mary Kerr"," @CrosseBarx: Major Australian bushfires finally extinguished by torrential rain  From one climate change related catastrophe to another,…","https://twitter.com/MaryKer08722702/status/1228985555951636480"
"@Faceman 🐸"," @BeeAHoney_: @BillGates *Cough* ""NASA admits climate change occurs because of changes in Earth's solar-orbit, not because of SUVs and fo…","https://twitter.com/markonodeal/status/1228985546153906177"
"@Karen Russell"," @ClimateRealists: MUST SEE YOUTUBE: Interview with Dr. Patrick Moore: De-platforming, climate change and 'The Threats of Doom’https://t.…","https://twitter.com/KarenRussell010/status/1228985533378023425"
"@Watch"," @ProfTerryHughes: Climate change denial: Prescribed burning of vegetation won’t stop hotter temperatures, longer droughts, rising sea le…","https://twitter.com/RosemaryQuinlan/status/1228985532299923457"
"@Jim McSporran"," @counterfireorg: Counterfire is a socialist organisation committed to building the biggest possible movements against war, austerity, ra…","https://twitter.com/McsporranJim/status/1228985531478020096"
"@lapua for liberals"," @PeterJrgen12: Christiana Figueres, former executive secretary of the U.N.'s Framework Convention on Climate Change, said that she thoug…","https://twitter.com/ForLapua/status/1228985529888276484"
"@SteXRMzansi"," @DrSimEvans: @copwatch26 We just published an explainer on permafrost and eight other ""tipping points"", along with several guest article…","https://twitter.com/StephenMurcott/status/1228985524574138369"
"@John Englart EAM 🌏💦"," @lukebuckmaster: This interview's cut-through line: ""This is the decade and we are the generation."" Another way of saying: we are the ch…","https://twitter.com/takvera/status/1228985524230053888"
"@Victor Onyango"," @RaphaelObonyo: My article in the @BD_Africa   ""There is need for a ""people centred"" development model and ""re-humanisation of cities"" i…","https://twitter.com/VOnyango_/status/1228985523362029569"
"@jo turner"," @BBCShropshire: This 10ft-tall model of a polar bear is made of bamboo, willow and tissue and will form part of a climate change demonst…","https://twitter.com/amongstwits/status/1228985511064158209"
"@Edinburgh Watch"," @ABeardWalks: The fantastic climate charity I volunteer @2050ClimateGrp with are running not one, but two events on Climate Change and P…","https://twitter.com/EdinburghWatch/status/1228985510640656384"
"@Leif Öster","Klimat och jobb kan numera motivera vilka skogsavverkningar som helst: https://t.co/eZkfFpEK7f  Donald Trump använder ungefär samma argument när han vill avverka tempererad regnskog i Alaska:   https://t.co/6pdj9F56UU  https://t.co/RwJajajuup","https://twitter.com/leif_oster/status/1228985510300917760"
"@Niladri Mitra"," @nickcbooks: @niladri_m Thanks Niladri!  A country divided; a world torn apart... already optioned for a film, Nick Christofides debuts…","https://twitter.com/niladri_m/status/1228985508279111680"
"@Paula Rogovin"," @MikeHudema: Wow. #Denmark is using the power of the ocean as a renewable source of electricity. Wave power.   We have solutions to the…","https://twitter.com/PaulaRogovin/status/1228985506781966338"
"@Moo Sidd"," @RadioPakistan: #Live: UN Secretary General @antonioguterres addressing the ceremony on theme of sustainable development and climate cha…","https://twitter.com/siddiquiamir/status/1228985506194690048"
"@🇬🇧Romeo Bravo🇬🇧"," @verumandverus: ‘staff at the museum have taken 4419 flights since 2017, at a cost of £845,572, and a sizeable carbon footprint""  As sur…","https://twitter.com/Cybeeria/status/1228985504563068936"
"@OccuWorld 🏴","Evidence of 25% health decline of the mangrove trees due to the effect of increased salinity and the continuing effects of climate change could… https://t.co/8DRs8wGkOn","https://twitter.com/OccuWorld/status/1228985501379510272"
"@Noel Kelly"," @MickKime: How Germany closed its coal industry without sacking a single miner https://t.co/Np2ZWY3raB","https://twitter.com/gnoll110/status/1228985495301980161"
"@Stephen Hall⚫️"," @Lynn_GT: Even if you’re a climate change denier, surely you must agree we need to stop this! We all need to change what we do, regardle…","https://twitter.com/swh4111984/status/1228985488872296450"
"@🔥🔥🔥💧Untamed #FreePress"," @CJPomfret: @mcannonbrookes I just signed this petition & it took me less time than it did to write this tweet.   I also e-mailed my loc…","https://twitter.com/an_untamed/status/1228985488041635840"
"@YOSHI"," @QuickTake: ""We have now all agreed on the problem, we now have to do something about it.""  Environmentalist Sir David Attenborough says…","https://twitter.com/ProtestingLove/status/1228985483331375104"
"@🐨🐨🦘🦘Robyn Bonser🔥🔥🔥"," @mcannonbrookes: I just signed up to support the introduction of the Climate Change Bill into our Parliament. See details, add your name…","https://twitter.com/Bloss55/status/1228985477023387648"
"@💧Rebecca Clarke","@babyrut82997458 @SquizMakesNoise @JaneCaro @AlphWilliams @commonsense058 @GretaThunberg https://t.co/wP32T0sVmi","https://twitter.com/becspecks/status/1228985471692349441"
"@Richard Spencer"," @COP26: ""It’s not just green assets & divestment campaigns. Every company...has to have a plan for a transition”  👆 Mark Carney, the PM'…","https://twitter.com/Sustainable_RS/status/1228985466197770240"
"@Cats in France ☘️ 🇪🇺🇮🇪🇫🇷"," @CarolineLucas: Our environment is now being *safeguarded* by a minister who - Voted 14 times against measures to tackle climate change…","https://twitter.com/CatsInFrance/status/1228985463144316928"
"@Ian J #GTTO🌹"," @James_Beckles: The Citizens’ Assembly on Climate Change must be the beginning of a new trend in climate policy https://t.co/BxFOYUL6eb…","https://twitter.com/joneyi1/status/1228985462703960064"
"@Abby Dickinson"," @wastenatwantnat: Time to start talking about climate changed instead of climate change ....","https://twitter.com/A_Dickinson_/status/1228985461231804421"
"@Watch"," @PaulEDawson: “Again and again, the same message,”  “Listen to the scientists, listen to the scientists. Listen to the scientists!”  Wel…","https://twitter.com/RosemaryQuinlan/status/1228985456093564928"
"@emelyn | 찬열아 행복하자 🥰"," @sunfloweraidil: imagine de-gazetting 97% of the land that is a critical for reducing flood risk, mitigating climate change through A LO…","https://twitter.com/loveyloey/status/1228985454726238209"
"@ShaunJ72"," @GDRNorminton: On the left, Saddleworth Moor in February 2019.  On the right, Hebden Bridge in February 2020.  Both symptoms of what hap…","https://twitter.com/ShaunJ72/status/1228985446702682112"
"@Virginia Gakuya"," @NoIAmTonyGreen: Brexit is destroying the economy and the Union.  A climate change denier is now Environment Secretary.  Johnson has sig…","https://twitter.com/vigigax11/status/1228985431037022213"
"@🔥🔥🔥💧Untamed #FreePress"," @DanRather: All Democratic candidates believe the climate is in crisis. All believe in science and the need for dramatic action. Preside…","https://twitter.com/an_untamed/status/1228985425852694528"
"@💧🌫AlisonD"," @WhileyAndrew: ‘Follow the money’ is oft quoted, but ‘Follow the cost’ is what @Sustainable2050 is saying on #solar.  Reality continuall…","https://twitter.com/abrahams_alison/status/1228985424133025793"
"@TopFanStenson"," @AfricanConserve: Jane Goodall: Think about the small consequences of the choices you make. What you buy, what you eat, what you wear. M…","https://twitter.com/LindaLRoman1/status/1228985422497427456"
"@Bettina Wurche"," @RebeccaH2020: Today is #WorldPangolinDay!  #PangolinWorldDay, February 15, is an opportunity for people around the world to come togeth…","https://twitter.com/meertext/status/1228985412124803073"
"@Neugier"," @davidsirota: Many in media & on this website are angrier at the tone of tweets than they are at politicians who supported:  - the Iraq…","https://twitter.com/BrainTrash/status/1228985394496184320"
"@Vieux Rhone","@9potatocorden @TomatoesGrilled @ClimateOfGavin @Tokyo_Tom @brandondaly2018 @tracemetalclean The error margins and variability of the climate system are much, much higher than a couple of watts. This is noise. For example, the natural carbon is 200Gt +/- 20%, that is +/-40Gt, compared to 5Gt human emissions.","https://twitter.com/Vieux_Rhone/status/1228985392659095552"
"@Clair Woodward"," @StrongerStabler: Since entering Parliament, new International Development Secretary Anne-Marie Trevelyan did not support any of the vot…","https://twitter.com/clairywoowoo/status/1228985392394915840"
"@SDGs"," @IUCN: Ecosystems play a critical role in regulating the world’s climate through their function as natural carbon sinks https://t.co/mZ0…","https://twitter.com/SDGsbot/status/1228985373466021888"
"@David Springbett"," @BethanyinCBR: This pretty much captures journalism in Australia. When (many) journalists interview someone who is an expert about somet…","https://twitter.com/spinbelt/status/1228985371779682304"
"@a","At the academic conference, Dr. Adams of the XYZ Institute attributed changes in the climate to global warming and pollution of the atmosphere.","https://twitter.com/Uiuf9kpq2qpw/status/1228985370143969285"
"@Atsushi Tamaki/玉城篤志"," @rahmstorf: Amazing immersive feature by the Guardian Australia on the recent unprecedented bush fires. Turn the sound on! https://t.co/…","https://twitter.com/atsushi_tamaki/status/1228985369791614976"
"@Hubert MESSMER","Christiana Figueres on the climate emergency: ‘This is the decade and we are the generation’ | Environment | The Guardian https://t.co/bBEzq8u1ou https://t.co/xBWb1Y9QOc","https://twitter.com/Zehub/status/1228985369229692928"
"@Susan Brown"," @paulj388: There is so much past knowledge of the 60 year Jupiter / Saturn Cycle and how it affects our climate that it beggars belief h…","https://twitter.com/IntranceIt/status/1228985358534107143"
"@Emma N is escaping 🐳","@SimonFRCox Definitely. I've been reading about climate change & the destruction of our oceans for 10yrs. I've cut back on clothes, changed cleaning products, bought second hand, reduced meat, no dairy, avoided plastic etc. I'm far from perfect but trying.","https://twitter.com/EmmaNor86796517/status/1228985351752028160"
"@Justlooking"," @AntipodeanLogi1: Every climate alarmist argument summed up in 4 pics. https://t.co/MuSFPCMebQ","https://twitter.com/Justloo85230955/status/1228985344231497734"
"@Dr Paul Hatchwell"," @Mabeytweet: More discussion needed on the geopolitics of climate transitions but focusing on clean energy geopolitics is too narrow. Ge…","https://twitter.com/Paul_Hatchwell/status/1228985336556130304"
"@ℭ𝔥𝔞𝔯𝔩𝔦𝔢⏳🇭🇲🇬🇧🇺🇸🇪🇺 #Bernie2020 😀"," @_Oliver_Yates: Hey @simonahac - I just heard that Fox aka #Murdoch #climate change deniers just blocked @MichaelEMann from speaking at…","https://twitter.com/01000011CS/status/1228985324321140736"
"@Ross Thompson","@matthew25496877 @RJMajik @mnxmoosi @colligan_rob @matthewjohngill @bidgeewidgee @FionaDyer @tafensw_ws @NSWRFS I'd trust an experienced fire manager guy on this matter.  @matthew25496877 I get your belief system is anti-climate change, so these fires confront your world view. But show some respect. People died.  https://t.co/Fp9SuGTvuX","https://twitter.com/ProfRossatUC/status/1228985322890911744"
"@CNN Philippines","@ClaireCeldran Will coronavirus slow down by the summer? Duque says: That’s not very clear. The science behind that simply says that the virus will be difficult to inactivate in a cool temperature, cool climate and dry humidity or very low humidity","https://twitter.com/cnnphilippines/status/1228985321011871745"
"@Healthy Mind UK","***PRIMARY SCHOOLS*** Check out our new trailblazing #EcoHeadz Project! Through current research, we've created a groundbreaking project to help children learn about the effects of Climate Change on #MentalHealth. Is your school a pioneer? Contact us - enquiry@healthyminduk.co.uk https://t.co/WVR79pSnT9","https://twitter.com/HealthyMindUK/status/1228985319825039360"
"@Patrick Kirwan"," @MikeHudema: This island in #Denmark is already 100% #renewable. It produces enough #solar and #wind power not only to provide for its o…","https://twitter.com/growgardeners/status/1228985300388585472"
"@Michael"," @last_call12: These Cork lads have the socialist dregs of Sinn Féin and the climate crustys of the Green Party well sussed... https://t.…","https://twitter.com/Michael63676414/status/1228985300380213248"
"@Andrew White","All the volunteers behind the @2050ClimateGrp would love to see you at these events, so if you can attend, please do!   Please share this thread to help others engage with climate change and politics!   Let's make 2020 the year of climate action!   #2050StartsNow #GoodNewDays 4/4","https://twitter.com/ABeardWalks/status/1228985298668916737"
"@Victor Onyango"," @OliverStuenkel: “Conspiracy theories aim to create a community of trust; made up of people who believe they have access to special info…","https://twitter.com/VOnyango_/status/1228985298178203649"
"@Andrew White","YLDP - Module 5: Climate Change in the Political Sphere: How does climate change factor in politics? How can young people engage with and influence climate change politics?  Stirling, 29th of February, 10:30-17:30, Albert Halls.   https://t.co/Su1uKJX3Kf 3/4","https://twitter.com/ABeardWalks/status/1228985297297453056"
"@wilky"," @TiaBarracini: FDR was called a traitor to his class.  If it takes a billionaire to defeat Trump - so be it. At least we’ll have a chanc…","https://twitter.com/canukbloom/status/1228985295036506112"
"@Andrew White","The fantastic climate charity I volunteer @2050ClimateGrp with are running not one, but two events on Climate Change and Politics this month.   One in Glasgow and the other in Stirling. All free!  Details in the thread below! 1/4","https://twitter.com/ABeardWalks/status/1228985294604685313"
"@²⁹ zie ¹²⁷ ☆ 520","@markdisease i can use u as my ideas, if you're a climate handler. so we don't need to worry about the climate changes","https://twitter.com/keyowzi/status/1228985291127410688"
"@Daisy"," @friends_earth: Today, young people are on #schoolstrike again to demand climate action and a safe future.   Young filmmakers Mark & Nat…","https://twitter.com/DaisyPayne03/status/1228985287969255424"
"@Courtney Button?"," @NoIAmTonyGreen: Brexit is destroying the economy and the Union.  A climate change denier is now Environment Secretary.  Johnson has sig…","https://twitter.com/CourtneyButton2/status/1228985287751208960"
"@Michael R. Horner"," @Joshua4Congress: The younger generations can't afford to elect cowardly politicians.  Be bold or don't fucking bother.  Radical change…","https://twitter.com/MichaelRHorner2/status/1228985281770074112"
"@Atsushi Tamaki/玉城篤志"," @GreatLakesPeck: As a climate scientist, I never thought I’d see this...https://t.co/9nmfvGeWLr","https://twitter.com/atsushi_tamaki/status/1228985280645873666"
"@Dominic D. Smith"," @Greenpeace: From record bushfires to flood, Australia has been living through a climate disaster. Governments and fossil fuel companies…","https://twitter.com/dominicdsmith/status/1228985278515335174"
"@SCHOONER"," @CNBC: Bill Gates and Big Oil both back this company that wants to stop climate change by sucking carbon dioxide out of the atmosphere.…","https://twitter.com/schoonner/status/1228985277684813825"
"@Ze abensour","@JBVBIN3T @EELV @greenpeacefr @WWFFrance @genefutures @sdnfr Vous êtes des assassins. Vos prédictions apocalyptiques malthusiennes rejettent le progrès, la raison et la science, et amènent au suicide les membres de votre secte. Y compris des adolescents. Nuremberg. Le vôtre. Un jour j'espère.  https://t.co/WoxAAuO48O","https://twitter.com/abensour/status/1228985273347952641"
"@Chris MAGA 🇦🇺🇺🇸"," @AngelopoulosCon: @OMGTheMess https://t.co/s7FGkc5p6S","https://twitter.com/cm677427/status/1228985271401627648"
"@Oh Dear !"," @kiwipaulb: “The megafires of Australia’s summer “are a harbinger of life and death on a hotter Earth”, a climate summit has said in a f…","https://twitter.com/rationalbitch/status/1228985267802927106"
"@Chris Duggan"," @GDRNorminton: On the left, Saddleworth Moor in February 2019.  On the right, Hebden Bridge in February 2020.  Both symptoms of what hap…","https://twitter.com/ChristopherDug2/status/1228985267484274688"
"@William Shifflette"," @TiaBarracini: FDR was called a traitor to his class.  If it takes a billionaire to defeat Trump - so be it. At least we’ll have a chanc…","https://twitter.com/WTS2767/status/1228985261884870656"
"@💧Chris Mac","@Kieran_Gilbert @TRAVLIC Uh huh... Let me know if it ever happens. Canavan wouldn’t have the “Jatz Crackers” to do it. When the EU starts whacking tariffs on Australia owing to our “flipping the bird” on climate change, you won’t see Canavan, Joyce or the rest of them for dust.","https://twitter.com/ChrisMac1270/status/1228985261654073344"
"@Mermaid_Marg🌱🥦🥕🌶 Ⓥ"," @DoctorsInUnite: .@RLong_Bailey will you back our declaration on climate change? The public health impact of flooding, heatwaves and tox…","https://twitter.com/megthebrowndog/status/1228985261566066689"
"@Eamonn Walsh"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/EamonnPTWalsh/status/1228985248697982978"
"@JOSE PEREZ JR   🇧🇷 🇵🇹","William Gibson — the prophet of cyberspace talks AI and climate collapse https://t.co/6ec5Yb4D2q","https://twitter.com/JOSEPER02102059/status/1228985239629959169"
"@世の落伍者"," @Newsweek: 15 years after the Kyoto Protocol went into force, the climate crisis is worse than ever https://t.co/WTtbdeJX3h","https://twitter.com/DropoutOchibure/status/1228985235410280448"
"@💧 🌏 wendy leslie 👨‍👩‍👧‍👧 🐨🦘🙋‍♀️"," @FlickReynolds: RW activists want balance teaching CC. How splendid! I don’t like the number 3 &, for the sake of balance, think sometim…","https://twitter.com/wendyleslie121/status/1228985230305841153"
"@Purva Tavri Msc, MCIWM, AFHEA","""Stop blaming population growth for climate change. The real culprit is wealth inequality"" says Primatologist Dr Jane Goodall. https://t.co/xQSOwFGFuY","https://twitter.com/PTavri/status/1228985229949460480"
"@Stefan Haselwimmer"," @AkshatRathi: What are your favorite climate heuristics?   1 Adaptation without mitigation is futile 2 Mix of technologies increases odd…","https://twitter.com/rftimson/status/1228985227382591494"
"@山本　潤"," @sciencetime_jp: 1,1000人以上の科学者が、我々は気候変動危機における非常事態を迎えていることを公式に宣言  彼らは、誰もが生活において、迅速かつ持続的な変化を起こさない限り、人類は近い将来、途方もない苦痛に見舞われることになると述べている。 http…","https://twitter.com/YamamotoJun26/status/1228985221225144321"
"@Brian Champion"," @latimeralder: This is the Met Office's Central England Temperature record.  It is the longest dataset of actual temperature readings in…","https://twitter.com/bchamp977/status/1228985218037624833"
"@Mfawume Nyoshi - Unreasonable Blackwoman"," @ayanaeliza: In the BP spill, most oil stayed beneath the surface. It was ""toxic enough to destroy 50% of marine life it encountered,"" i…","https://twitter.com/biscouti/status/1228985212136194053"
"@Nicolas Dorier","@bjornmuh @DavidSHolz And with the moral high ground of doing it ""to fight climate change"" :p","https://twitter.com/NicolasDorier/status/1228985211322425344"
"@Robin Curtis #MVM"," @ClimateHome: UK holds ‘citizens’ assembly’ to seek ideas for cutting emissions to net-0 by 2050. But some participants doubt the govern…","https://twitter.com/planetkooler/status/1228985210756304896"
"@Rob Farr","I just signed up to support the introduction of the Climate Change Bill into our Parliament. See details, add your name & contact your federal MP. https://t.co/iwlfhqNww4 #climateactnow #auspol","https://twitter.com/robfarr48/status/1228985208055025665"
"@Virginia Moffatt"," @CClimateAction: 📣 Spread the news...  Christian Climate Action are marking lent with '40 DAYS OF ACTION'!   One key part is a 40 day vi…","https://twitter.com/aroomofmyown1/status/1228985204599140352"
"@CoalKing","@SharriMarkson @JasonFalinskiMP Australia contributes just over 1% of global CO2 emissions - if Australia achieved ""Net Zero"" by 2050 it would have no measurable impact on global climate.  $ Billion will be pissed up against the wall.","https://twitter.com/CoalKing2/status/1228985202262691840"
"@Baabak"," @zalisteggall: Want your name to be on the right side of history?  Join your voice to mine and 27k others who want an Australian Climate…","https://twitter.com/persianbobbyboy/status/1228985192787763200"
"@kmandr 🇺🇸🇺🇸🇺🇸"," @IssyMartinez: Found on the internet. Good read!   To all the school kids going on 'strike' for Climate Change:  You are the first gener…","https://twitter.com/kmandr/status/1228985192095854592"
"@👽aylien🏳️‍⚧️GRAVITY FALLS 4 YEARS"," @wiki_tmnt: Climate change in North Dakota https://t.co/nrfmgm11A2 https://t.co/8cmJR0GHIX","https://twitter.com/ayla_isverycool/status/1228985190174904320"
"@Stephan Burn","There’s been a real spate of these articles in recent days, and it’s not getting any less churlish. A lazy, mean-spirited, “take-down” of anyone daring to express concern about climate change. https://t.co/CouR5IpGUN","https://twitter.com/BurnStephan/status/1228985186806894592"
"@Dishonesty should have consequences @Conservatives"," @Lynn_GT: Even if you’re a climate change denier, surely you must agree we need to stop this! We all need to change what we do, regardle…","https://twitter.com/nomadreturns/status/1228985181823959040"
"@Exit Oil 🌍🇪🇺"," @rahmstorf: What a ridiculous response! The Australian government and parliament signed and ratified the Paris Climate Accord. But now w…","https://twitter.com/ExitOILExitOEL/status/1228985181169704961"
"@Albert Bosch","Ante la Emergencia Climática: ""Es la década y somos la generació""  No podemos esperar a que lo solucionen las siguientes generaciones. Esta década es clave y el liderazgo individual, empresarial, político e intelectual debe ser también clave  https://t.co/OziqeIRBBK","https://twitter.com/albert_bosch/status/1228985168725266432"
"@Michael Paul Caldwell","@DeborahMeaden Also when I've watched documentaries etc on Netflix or Amazon. They have been about farming etc and the major impacts it has with climate change.   Never seen anything like this on BBC. 🤔🙃","https://twitter.com/MichaelPaulCal2/status/1228985166204456962"
"@sydneymum"," @KleinRevd: ""Climate change must be accepted as an overriding threat to national and human security, with the response being the highest…","https://twitter.com/workingmum38/status/1228985164685926400"
"@Patrick","@TonyHL2 @tabmok99 @therealsaibot Is it me or the working environment climate was pretty awful. Paul E Niemeyer, who designed the original Dragon logo and mk1 arcade art, posted some pretty wild stories on an arcade collecting group last week about how he was treated...","https://twitter.com/jammajunk/status/1228985164241473543"
"@💧Kerrin Wallace 🔥"," @zalisteggall: Want your name to be on the right side of history?  Join your voice to mine and 27k others who want an Australian Climate…","https://twitter.com/kerrinwallace/status/1228985162953895938"
"@pigfoot","Thanks @loureviewsblog for chatting to us! ✨  “It’s vital to overcome our anxieties around the climate crisis and come together to fight the real eco-criminals… If our play, even in the smallest way, can help people do that, we’re happy” 💚   https://t.co/GHA5mX8XzV","https://twitter.com/pigfoottheatre/status/1228985161578090496"
"@Sophie Love 👩‍🌾"," @MickKime: How Germany closed its coal industry without sacking a single miner https://t.co/Np2ZWY3raB","https://twitter.com/TheNakedFarmers/status/1228985159594041349"
"@TheSpiritofBreitbart","@robhwilliamson @enoch_macdhu @EcoSenseNow To think the 4/5% of total CO2 realised by human activity is the driver of climate is nonsensical.","https://twitter.com/PlanB1975/status/1228985156083605504"
"@Caribbean disaster","There's so much funding behind climate change right now, one of the challenges that we have is accessing that funding.”  — Litiana Bainimarama, principal officer, Fiji National Disaster Management Office   https://t.co/KhzG27KQ73","https://twitter.com/BagalueSunab/status/1228985154707886080"
"@kara aiello"," @NBCNightlyNews: Ocean currents are the undersea conveyor belts that help regulate Earth's climate and influence weather systems around…","https://twitter.com/KaraAiello/status/1228985154032619521"
"@Pen"," @DoctorsInUnite: .@RLong_Bailey will you back our declaration on climate change? The public health impact of flooding, heatwaves and tox…","https://twitter.com/westernshores/status/1228985151037878272"
